reason,machine,breakTime,nextBreak
Machine Breakdown,48M,07-01-2020 19:11:36,07-01-2020 21:12:35
Heat check,48M,07-01-2020 21:12:35,08-01-2020 07:00:45
Heat check,48M,08-01-2020 07:00:45,08-01-2020 08:33:55
Heat check,48M,08-01-2020 08:33:55,08-01-2020 08:46:31
Machine Breakdown,48M,08-01-2020 08:46:31,08-01-2020 09:09:11
Heat check,48M,08-01-2020 09:09:11,08-01-2020 09:37:06
Machine Breakdown,48M,08-01-2020 09:37:06,08-01-2020 10:21:32
Machine Breakdown,48M,08-01-2020 10:21:32,08-01-2020 12:35:11
Machine Breakdown,48M,08-01-2020 12:35:11,08-01-2020 12:47:51
Heat check,48M,08-01-2020 12:47:51,08-01-2020 14:17:23
Heat check,48M,08-01-2020 14:17:23,08-01-2020 14:32:08
Heat check,48M,08-01-2020 14:32:08,08-01-2020 15:09:19
Machine Breakdown,48M,08-01-2020 15:09:19,08-01-2020 15:27:26
Heat check,48M,08-01-2020 15:27:26,08-01-2020 17:42:58
Heat check,48M,08-01-2020 17:42:58,09-01-2020 06:53:17
Heat check,48M,09-01-2020 06:53:17,09-01-2020 07:05:46
Machine Breakdown,48M,09-01-2020 07:05:46,09-01-2020 07:24:32
Machine Breakdown,48M,09-01-2020 07:24:32,09-01-2020 07:39:02
Machine Breakdown,48M,09-01-2020 07:39:02,09-01-2020 09:16:45
Heat check,48M,09-01-2020 09:16:45,09-01-2020 12:46:40
Heat check,48M,09-01-2020 12:46:40,09-01-2020 12:47:01
Heat check,48M,09-01-2020 12:47:01,09-01-2020 15:21:45
Heat check,48M,09-01-2020 15:21:45,09-01-2020 18:26:06
Machine Breakdown,48M,09-01-2020 18:26:06,09-01-2020 18:29:47
Machine Breakdown,48M,09-01-2020 18:29:47,09-01-2020 19:40:16
Machine Breakdown,48M,09-01-2020 19:40:16,11-01-2020 06:27:42
Machine Breakdown,48M,11-01-2020 06:27:42,11-01-2020 06:51:21
Machine Breakdown,48M,11-01-2020 06:51:21,11-01-2020 08:10:13
Machine Breakdown,48M,11-01-2020 08:10:13,11-01-2020 08:32:50
Machine Breakdown,48M,11-01-2020 08:32:50,11-01-2020 10:36:16
Machine Breakdown,48M,11-01-2020 10:36:16,11-01-2020 12:39:33
Heat check,48M,11-01-2020 12:39:33,11-01-2020 12:40:49
Heat check,48M,11-01-2020 12:40:49,11-01-2020 15:12:50
Heat check,48M,11-01-2020 15:12:50,11-01-2020 15:13:03
Heat check,48M,11-01-2020 15:13:03,11-01-2020 16:26:23
Overheat,48M,11-01-2020 16:26:23,11-01-2020 17:56:51
Heat check,48M,11-01-2020 17:56:51,11-01-2020 18:31:40
Machine Breakdown,48M,11-01-2020 18:31:40,11-01-2020 19:02:52
Heat check,48M,11-01-2020 19:02:52,13-01-2020 06:49:55
Heat check,48M,13-01-2020 06:49:55,13-01-2020 08:14:36
Heat check,48M,13-01-2020 08:14:36,13-01-2020 08:14:44
Heat check,48M,13-01-2020 08:14:44,13-01-2020 10:13:58
Heat check,48M,13-01-2020 10:13:58,13-01-2020 10:41:42
Machine Breakdown,48M,13-01-2020 10:41:42,13-01-2020 10:41:48
Machine Breakdown,48M,13-01-2020 10:41:48,13-01-2020 11:54:14
Machine Breakdown,48M,13-01-2020 11:54:14,13-01-2020 12:26:32
Heat check,48M,13-01-2020 12:26:32,13-01-2020 12:31:51
Heat check,48M,13-01-2020 12:31:51,13-01-2020 12:49:05
Machine Breakdown,48M,13-01-2020 12:49:05,13-01-2020 15:27:17
Heat check,48M,13-01-2020 15:27:17,13-01-2020 15:51:39
Machine Breakdown,48M,13-01-2020 15:51:39,13-01-2020 19:07:15
Machine Breakdown,48M,13-01-2020 19:07:15,13-01-2020 19:42:28
Machine Breakdown,48M,13-01-2020 19:42:28,13-01-2020 19:56:50
Heat check,48M,13-01-2020 19:56:50,13-01-2020 19:57:23
Machine Breakdown,48M,13-01-2020 19:57:23,13-01-2020 21:33:12
Machine Breakdown,48M,13-01-2020 21:33:12,14-01-2020 06:59:13
Machine Breakdown,48M,14-01-2020 06:59:13,14-01-2020 07:32:41
Heat check,48M,14-01-2020 07:32:41,14-01-2020 07:35:55
Machine Breakdown,48M,14-01-2020 07:35:55,14-01-2020 08:18:51
Machine Breakdown,48M,14-01-2020 08:18:51,14-01-2020 09:16:36
Machine Breakdown,48M,14-01-2020 09:16:36,14-01-2020 10:41:13
Machine Breakdown,48M,14-01-2020 10:41:13,14-01-2020 11:57:03
Heat check,48M,14-01-2020 11:57:03,14-01-2020 11:58:03
Heat check,48M,14-01-2020 11:58:03,14-01-2020 12:32:28
Machine Breakdown,48M,14-01-2020 12:32:28,14-01-2020 14:57:08
Heat check,48M,14-01-2020 14:57:08,14-01-2020 15:11:19
Heat check,48M,14-01-2020 15:11:19,14-01-2020 15:12:58
Heat check,48M,14-01-2020 15:12:58,14-01-2020 15:21:28
Heat check,48M,14-01-2020 15:21:28,14-01-2020 15:58:30
Heat check,48M,14-01-2020 15:58:30,14-01-2020 17:26:08
Machine Breakdown,48M,14-01-2020 17:26:08,14-01-2020 18:59:52
Machine Breakdown,48M,14-01-2020 18:59:52,15-01-2020 06:13:28
Heat check,48M,15-01-2020 06:13:28,15-01-2020 07:22:38
Heat check,48M,15-01-2020 07:22:38,15-01-2020 08:27:45
Machine Breakdown,48M,15-01-2020 08:27:45,15-01-2020 08:27:53
Heat check,48M,15-01-2020 08:27:53,15-01-2020 11:44:46
Heat check,48M,15-01-2020 11:44:46,15-01-2020 11:52:15
Heat check,49M,15-01-2020 11:52:15,15-01-2020 14:15:38
Machine Breakdown,49M,15-01-2020 14:15:38,15-01-2020 14:40:19
Heat check,49M,15-01-2020 14:40:19,15-01-2020 15:37:27
Heat check,49M,15-01-2020 15:37:27,15-01-2020 18:05:52
Heat check,49M,15-01-2020 18:05:52,15-01-2020 19:02:50
Heat check,49M,15-01-2020 19:02:50,15-01-2020 19:04:11
Heat check,49M,15-01-2020 19:04:11,16-01-2020 06:37:12
Machine Breakdown,49M,16-01-2020 06:37:12,16-01-2020 06:49:03
Heat check,49M,16-01-2020 06:49:03,16-01-2020 06:58:37
Heat check,49M,16-01-2020 06:58:37,16-01-2020 07:29:44
Heat check,49M,16-01-2020 07:29:44,16-01-2020 08:36:04
Heat check,49M,16-01-2020 08:36:04,16-01-2020 08:45:36
Heat check,49M,16-01-2020 08:45:36,16-01-2020 09:06:48
Machine Breakdown,49M,16-01-2020 09:06:48,16-01-2020 09:22:51
Heat check,49M,16-01-2020 09:22:51,16-01-2020 10:04:07
Machine Breakdown,49M,16-01-2020 10:04:07,16-01-2020 10:15:36
Machine Breakdown,49M,16-01-2020 10:15:36,16-01-2020 10:32:18
Heat check,49M,16-01-2020 10:32:18,16-01-2020 13:26:06
Heat check,49M,16-01-2020 13:26:06,16-01-2020 14:59:09
Heat check,49M,16-01-2020 14:59:09,16-01-2020 15:35:29
Machine Breakdown,49M,16-01-2020 15:35:29,16-01-2020 15:46:41
Machine Breakdown,49M,16-01-2020 15:46:41,16-01-2020 16:41:09
Heat check,49M,16-01-2020 16:41:09,16-01-2020 17:26:34
Overheat,49M,16-01-2020 17:26:34,16-01-2020 17:50:28
Overheat,49M,16-01-2020 17:50:28,16-01-2020 17:51:00
Machine Breakdown,49M,16-01-2020 17:51:00,16-01-2020 19:54:57
Machine Breakdown,49M,16-01-2020 19:54:57,17-01-2020 06:18:35
Machine Breakdown,49M,17-01-2020 06:18:35,17-01-2020 06:18:47
Machine Breakdown,49M,17-01-2020 06:18:47,17-01-2020 06:42:58
Machine Breakdown,49M,17-01-2020 06:42:58,17-01-2020 07:22:59
Heat check,49M,17-01-2020 07:22:59,17-01-2020 07:35:49
Machine Breakdown,49M,17-01-2020 07:35:49,17-01-2020 07:40:28
Machine Breakdown,49M,17-01-2020 07:40:28,17-01-2020 09:04:23
Machine Breakdown,49M,17-01-2020 09:04:23,17-01-2020 09:28:28
Heat check,49M,17-01-2020 09:28:28,17-01-2020 09:58:37
Heat check,49M,17-01-2020 09:58:37,17-01-2020 11:31:59
Heat check,49M,17-01-2020 11:31:59,17-01-2020 12:31:21
Heat check,49M,17-01-2020 12:31:21,17-01-2020 12:33:50
Machine Breakdown,49M,17-01-2020 12:33:50,18-01-2020 06:01:35
Machine Breakdown,49M,18-01-2020 06:01:35,18-01-2020 06:01:43
Machine Breakdown,49M,18-01-2020 06:01:43,18-01-2020 06:12:00
Machine Breakdown,49M,18-01-2020 06:12:00,18-01-2020 06:12:20
Machine Breakdown,49M,18-01-2020 06:12:20,18-01-2020 06:12:39
Machine Breakdown,49M,18-01-2020 06:12:39,18-01-2020 06:12:47
Machine Breakdown,49M,18-01-2020 06:12:47,18-01-2020 06:12:56
Machine Breakdown,49M,18-01-2020 06:12:56,18-01-2020 06:13:05
Machine Breakdown,49M,18-01-2020 06:13:05,18-01-2020 06:13:19
Machine Breakdown,49M,18-01-2020 06:13:19,18-01-2020 06:13:37
Machine Breakdown,49M,18-01-2020 06:13:37,18-01-2020 06:13:45
Machine Breakdown,49M,18-01-2020 06:13:45,18-01-2020 06:15:13
Machine Breakdown,49M,18-01-2020 06:15:13,18-01-2020 06:23:37
Machine Breakdown,49M,18-01-2020 06:23:37,18-01-2020 06:31:24
Heat check,49M,18-01-2020 06:31:24,18-01-2020 07:11:11
Heat check,49M,18-01-2020 07:11:11,18-01-2020 07:37:11
Heat check,49M,18-01-2020 07:37:11,18-01-2020 08:45:49
Machine Breakdown,49M,18-01-2020 08:45:49,18-01-2020 09:22:40
Heat check,49M,18-01-2020 09:22:40,18-01-2020 10:48:39
Machine Breakdown,49M,18-01-2020 10:48:39,18-01-2020 11:27:15
Machine Breakdown,49M,18-01-2020 11:27:15,18-01-2020 12:15:59
Machine Breakdown,49M,18-01-2020 12:15:59,18-01-2020 12:49:25
Heat check,49M,18-01-2020 12:49:25,18-01-2020 13:12:33
Heat check,49M,18-01-2020 13:12:33,18-01-2020 13:26:07
Machine Breakdown,49M,18-01-2020 13:26:07,18-01-2020 13:26:44
Heat check,49M,18-01-2020 13:26:44,18-01-2020 13:28:00
Heat check,49M,18-01-2020 13:28:00,18-01-2020 13:30:25
Heat check,49M,18-01-2020 13:30:25,18-01-2020 14:31:34
Heat check,49M,18-01-2020 14:31:34,18-01-2020 14:36:23
Heat check,49M,18-01-2020 14:36:23,18-01-2020 16:09:25
Heat check,49M,18-01-2020 16:09:25,18-01-2020 16:29:30
Heat check,49M,18-01-2020 16:29:30,18-01-2020 17:52:47
Machine Breakdown,49M,18-01-2020 17:52:47,18-01-2020 18:16:27
Machine Breakdown,49M,18-01-2020 18:16:27,18-01-2020 19:00:35
Machine Breakdown,49M,18-01-2020 19:00:35,18-01-2020 19:21:05
Heat check,49M,18-01-2020 19:21:05,20-01-2020 06:03:27
Machine Breakdown,49M,20-01-2020 06:03:27,20-01-2020 06:57:21
Heat check,49M,20-01-2020 06:57:21,20-01-2020 07:30:21
Heat check,49M,20-01-2020 07:30:21,20-01-2020 08:25:49
Heat check,49M,20-01-2020 08:25:49,20-01-2020 09:00:44
Heat check,49M,20-01-2020 09:00:44,20-01-2020 12:03:44
Machine Breakdown,49M,20-01-2020 12:03:44,20-01-2020 14:40:56
Heat check,49M,20-01-2020 14:40:56,20-01-2020 15:03:39
Heat check,49M,20-01-2020 15:03:39,20-01-2020 15:12:34
Machine Breakdown,49M,20-01-2020 15:12:34,20-01-2020 17:51:10
Heat check,49M,20-01-2020 17:51:10,20-01-2020 17:52:47
Heat check,49M,20-01-2020 17:52:47,20-01-2020 17:55:18
Heat check,49M,20-01-2020 17:55:18,20-01-2020 17:56:56
Heat check,49M,20-01-2020 17:56:56,20-01-2020 17:59:28
Heat check,50M,21-01-2020 10:49:33,21-01-2020 14:21:52
Machine Breakdown,50M,21-01-2020 14:21:52,21-01-2020 14:42:29
Machine Breakdown,50M,21-01-2020 14:42:29,21-01-2020 15:38:38
Heat check,50M,21-01-2020 15:38:38,21-01-2020 17:27:38
Machine Breakdown,50M,21-01-2020 17:27:38,21-01-2020 17:53:46
Machine Breakdown,50M,21-01-2020 17:53:46,21-01-2020 18:08:39
Machine Breakdown,50M,21-01-2020 18:08:39,21-01-2020 19:17:19
Machine Breakdown,50M,21-01-2020 19:17:19,21-01-2020 21:41:41
Machine Breakdown,50M,21-01-2020 21:41:41,21-01-2020 21:42:52
Machine Breakdown,50M,21-01-2020 21:42:52,22-01-2020 06:08:46
Machine Breakdown,50M,22-01-2020 06:08:46,22-01-2020 06:08:53
Machine Breakdown,50M,22-01-2020 06:08:53,22-01-2020 08:16:42
Overheat,50M,22-01-2020 08:16:42,22-01-2020 08:37:59
Machine Breakdown,50M,22-01-2020 08:37:59,22-01-2020 11:56:07
Machine Breakdown,50M,22-01-2020 11:56:07,22-01-2020 12:01:43
Heat check,50M,22-01-2020 12:01:43,22-01-2020 12:03:03
Heat check,50M,22-01-2020 12:03:03,22-01-2020 13:23:23
Machine Breakdown,50M,22-01-2020 13:23:23,22-01-2020 15:00:36
Heat check,50M,22-01-2020 15:00:36,22-01-2020 15:05:23
Machine Breakdown,50M,22-01-2020 15:05:23,22-01-2020 16:08:59
Machine Breakdown,50M,22-01-2020 16:08:59,22-01-2020 18:12:34
Heat check,50M,22-01-2020 18:12:34,22-01-2020 19:59:32
Heat check,50M,22-01-2020 19:59:32,22-01-2020 21:49:54
Machine Breakdown,50M,22-01-2020 21:49:54,23-01-2020 06:23:34
Machine Breakdown,50M,23-01-2020 06:23:34,23-01-2020 06:45:16
Heat check,50M,23-01-2020 06:45:16,23-01-2020 07:05:00
Heat check,50M,23-01-2020 07:05:00,23-01-2020 07:20:56
Heat check,50M,23-01-2020 07:20:56,23-01-2020 08:11:05
Heat check,50M,23-01-2020 08:11:05,23-01-2020 09:19:36
Heat check,50M,23-01-2020 09:19:36,23-01-2020 09:36:33
Machine Breakdown,50M,23-01-2020 09:36:33,23-01-2020 11:55:24
Machine Breakdown,50M,23-01-2020 11:55:24,23-01-2020 11:55:34
Machine Breakdown,50M,23-01-2020 11:55:34,23-01-2020 12:08:02
Machine Breakdown,50M,23-01-2020 12:08:02,23-01-2020 14:32:25
Heat check,50M,23-01-2020 14:32:25,23-01-2020 14:49:19
Heat check,50M,23-01-2020 14:49:19,23-01-2020 14:49:42
Heat check,50M,23-01-2020 14:49:42,23-01-2020 14:53:26
Heat check,50M,23-01-2020 14:53:26,23-01-2020 14:56:06
Machine Breakdown,50M,23-01-2020 14:56:06,23-01-2020 15:05:47
Heat check,50M,23-01-2020 15:05:47,23-01-2020 15:17:49
Heat check,50M,23-01-2020 15:17:49,23-01-2020 15:23:02
Heat check,50M,23-01-2020 15:23:02,23-01-2020 15:25:42
Machine Breakdown,50M,23-01-2020 15:25:42,23-01-2020 15:25:52
Machine Breakdown,50M,23-01-2020 15:25:52,23-01-2020 15:56:34
Heat check,50M,23-01-2020 15:56:34,23-01-2020 16:01:26
Heat check,50M,23-01-2020 16:01:26,23-01-2020 17:34:05
Machine Breakdown,50M,23-01-2020 17:34:05,23-01-2020 17:39:35
Machine Breakdown,50M,23-01-2020 17:39:35,23-01-2020 18:50:37
Machine Breakdown,50M,23-01-2020 18:50:37,23-01-2020 19:02:04
Machine Breakdown,50M,23-01-2020 19:02:04,23-01-2020 21:16:33
Machine Breakdown,50M,23-01-2020 21:16:33,24-01-2020 07:30:11
Heat check,50M,24-01-2020 07:30:11,24-01-2020 07:42:35
Heat check,50M,24-01-2020 07:42:35,24-01-2020 08:14:50
Heat check,50M,24-01-2020 08:14:50,24-01-2020 08:46:38
Machine Breakdown,50M,24-01-2020 08:46:38,24-01-2020 08:56:36
Heat check,50M,24-01-2020 08:56:36,24-01-2020 09:15:10
Machine Breakdown,50M,24-01-2020 09:15:10,24-01-2020 15:49:13
Heat check,50M,24-01-2020 15:49:13,24-01-2020 15:49:25
Heat check,50M,24-01-2020 15:49:25,24-01-2020 17:26:02
Heat check,50M,24-01-2020 17:26:02,25-01-2020 06:06:55
Machine Breakdown,50M,25-01-2020 06:06:55,25-01-2020 06:41:26
Heat check,50M,25-01-2020 06:41:26,25-01-2020 07:22:55
Heat check,50M,25-01-2020 07:22:55,25-01-2020 08:44:08
Machine Breakdown,50M,25-01-2020 08:44:08,25-01-2020 08:56:54
Machine Breakdown,50M,25-01-2020 08:56:54,25-01-2020 09:31:28
Heat check,50M,25-01-2020 09:31:28,25-01-2020 10:23:53
Machine Breakdown,50M,25-01-2020 10:23:53,25-01-2020 12:55:15
Machine Breakdown,50M,25-01-2020 12:55:15,25-01-2020 13:05:32
Machine Breakdown,50M,25-01-2020 13:05:32,25-01-2020 14:09:57
Machine Breakdown,50M,25-01-2020 14:09:57,25-01-2020 14:15:21
Machine Breakdown,50M,25-01-2020 14:15:21,25-01-2020 14:49:44
Heat check,50M,25-01-2020 14:49:44,25-01-2020 14:54:47
Machine Breakdown,50M,25-01-2020 14:54:47,25-01-2020 15:05:35
Heat check,50M,25-01-2020 15:05:35,25-01-2020 15:13:58
Heat check,50M,25-01-2020 15:13:58,25-01-2020 15:31:35
Machine Breakdown,50M,25-01-2020 15:31:35,25-01-2020 15:48:19
Machine Breakdown,50M,25-01-2020 15:48:19,25-01-2020 17:01:05
Machine Breakdown,50M,25-01-2020 17:01:05,25-01-2020 17:35:31
Heat check,50M,25-01-2020 17:35:31,25-01-2020 17:52:16
Heat check,50M,25-01-2020 17:52:16,25-01-2020 18:04:59
Heat check,50M,25-01-2020 18:04:59,25-01-2020 18:47:24
Heat check,50M,25-01-2020 18:47:24,25-01-2020 18:53:45
Heat check,50M,25-01-2020 18:53:45,25-01-2020 19:34:33
Machine Breakdown,51M,25-01-2020 19:34:33,27-01-2020 06:52:52
Machine Breakdown,51M,27-01-2020 06:52:52,27-01-2020 07:32:08
Heat check,51M,27-01-2020 07:32:08,27-01-2020 07:32:09
Heat check,51M,27-01-2020 07:32:09,27-01-2020 08:26:14
Machine Breakdown,51M,27-01-2020 08:26:14,27-01-2020 08:27:26
Heat check,51M,27-01-2020 08:27:26,27-01-2020 08:43:36
Machine Breakdown,51M,27-01-2020 08:43:36,27-01-2020 08:56:59
Machine Breakdown,51M,27-01-2020 08:56:59,27-01-2020 09:28:47
Heat check,51M,27-01-2020 09:28:47,27-01-2020 09:48:52
Machine Breakdown,51M,27-01-2020 09:48:52,27-01-2020 10:45:17
Heat check,51M,27-01-2020 10:45:17,27-01-2020 10:49:22
Heat check,51M,27-01-2020 10:49:22,27-01-2020 11:30:44
Machine Breakdown,51M,27-01-2020 11:30:44,27-01-2020 12:44:02
Heat check,51M,27-01-2020 12:44:02,27-01-2020 14:25:18
Overheat,51M,27-01-2020 14:25:18,27-01-2020 14:40:55
Heat check,51M,27-01-2020 14:40:55,27-01-2020 14:49:01
Heat check,51M,27-01-2020 14:49:01,27-01-2020 15:01:00
Heat check,51M,27-01-2020 15:01:00,27-01-2020 15:09:19
Heat check,51M,27-01-2020 15:09:19,27-01-2020 15:12:22
Heat check,51M,27-01-2020 15:12:22,27-01-2020 15:49:04
Machine Breakdown,51M,27-01-2020 15:49:04,27-01-2020 15:51:08
Heat check,51M,27-01-2020 15:51:08,27-01-2020 16:05:09
Heat check,51M,27-01-2020 16:05:09,27-01-2020 16:52:48
Heat check,51M,27-01-2020 16:52:48,27-01-2020 16:54:04
Heat check,51M,27-01-2020 16:54:04,27-01-2020 18:23:41
Heat check,51M,27-01-2020 18:23:41,27-01-2020 18:40:05
Machine Breakdown,51M,27-01-2020 18:40:05,27-01-2020 19:23:10
Machine Breakdown,51M,27-01-2020 19:23:10,27-01-2020 19:43:04
Heat check,51M,27-01-2020 19:43:04,28-01-2020 06:05:45
Heat check,51M,28-01-2020 06:05:45,28-01-2020 06:26:51
Heat check,51M,28-01-2020 06:26:51,28-01-2020 06:27:04
Heat check,51M,28-01-2020 06:27:04,28-01-2020 06:34:28
Machine Breakdown,51M,28-01-2020 06:34:28,28-01-2020 06:51:25
Heat check,51M,28-01-2020 06:51:25,28-01-2020 06:54:45
Heat check,51M,28-01-2020 06:54:45,28-01-2020 07:08:56
Heat check,51M,28-01-2020 07:08:56,28-01-2020 07:24:56
Heat check,51M,28-01-2020 07:24:56,28-01-2020 09:33:35
Heat check,51M,28-01-2020 09:33:35,28-01-2020 09:34:30
Machine Breakdown,51M,28-01-2020 09:34:30,28-01-2020 09:53:59
Heat check,51M,28-01-2020 09:53:59,28-01-2020 10:09:06
Machine Breakdown,51M,28-01-2020 10:09:06,28-01-2020 10:31:52
Machine Breakdown,51M,28-01-2020 10:31:52,28-01-2020 10:35:00
Heat check,51M,28-01-2020 10:35:00,28-01-2020 10:37:24
Heat check,51M,28-01-2020 10:37:24,28-01-2020 11:34:55
Machine Breakdown,51M,28-01-2020 11:34:55,28-01-2020 11:45:34
Heat check,51M,28-01-2020 11:45:34,28-01-2020 11:54:23
Heat check,51M,28-01-2020 11:54:23,28-01-2020 13:06:37
Machine Breakdown,51M,28-01-2020 13:06:37,28-01-2020 14:30:18
Machine Breakdown,51M,28-01-2020 14:30:18,28-01-2020 14:37:23
Heat check,51M,28-01-2020 14:37:23,28-01-2020 17:18:20
Machine Breakdown,51M,28-01-2020 17:18:20,28-01-2020 19:07:36
Heat check,51M,28-01-2020 19:07:36,28-01-2020 19:24:39
Heat check,51M,28-01-2020 19:24:39,28-01-2020 19:31:28
Heat check,51M,28-01-2020 19:31:28,28-01-2020 20:55:54
Machine Breakdown,51M,28-01-2020 20:55:54,29-01-2020 06:07:19
Machine Breakdown,51M,29-01-2020 06:07:19,29-01-2020 06:32:46
Heat check,51M,29-01-2020 06:32:46,29-01-2020 06:52:37
Heat check,51M,29-01-2020 06:52:37,29-01-2020 06:58:48
Machine Breakdown,51M,29-01-2020 06:58:48,29-01-2020 08:19:32
Machine Breakdown,51M,29-01-2020 08:19:32,29-01-2020 08:22:48
Heat check,51M,29-01-2020 08:22:48,29-01-2020 08:22:51
Heat check,51M,29-01-2020 08:22:51,29-01-2020 08:24:22
Machine Breakdown,51M,29-01-2020 08:24:22,29-01-2020 08:43:47
Machine Breakdown,51M,29-01-2020 08:43:47,29-01-2020 08:57:37
Machine Breakdown,51M,29-01-2020 08:57:37,29-01-2020 09:09:13
Heat check,51M,29-01-2020 09:09:13,29-01-2020 09:39:02
Heat check,51M,29-01-2020 09:39:02,29-01-2020 09:54:30
Heat check,51M,29-01-2020 09:54:30,29-01-2020 11:59:06
Heat check,51M,29-01-2020 11:59:06,29-01-2020 12:00:07
Heat check,51M,29-01-2020 12:00:07,29-01-2020 12:14:04
Machine Breakdown,51M,29-01-2020 12:14:04,29-01-2020 12:46:01
Machine Breakdown,51M,29-01-2020 12:46:01,29-01-2020 13:33:02
Machine Breakdown,51M,29-01-2020 13:33:02,29-01-2020 13:40:46
Machine Breakdown,51M,29-01-2020 13:40:46,29-01-2020 14:47:48
Heat check,51M,29-01-2020 14:47:48,29-01-2020 14:50:03
Heat check,51M,29-01-2020 14:50:03,29-01-2020 14:53:09
Heat check,51M,29-01-2020 14:53:09,29-01-2020 16:57:32
Machine Breakdown,51M,29-01-2020 16:57:32,29-01-2020 17:50:07
Heat check,51M,29-01-2020 17:50:07,29-01-2020 18:19:26
Heat check,51M,29-01-2020 18:19:26,29-01-2020 18:39:18
Heat check,51M,29-01-2020 18:39:18,30-01-2020 06:07:20
Heat check,51M,30-01-2020 06:07:20,30-01-2020 06:07:41
Heat check,51M,30-01-2020 06:07:41,30-01-2020 06:09:33
Machine Breakdown,51M,30-01-2020 06:09:33,30-01-2020 06:09:46
Machine Breakdown,51M,30-01-2020 06:09:46,30-01-2020 06:47:24
Heat check,51M,30-01-2020 06:47:24,30-01-2020 07:01:38
Heat check,51M,30-01-2020 07:01:38,30-01-2020 07:02:30
Heat check,51M,30-01-2020 07:02:30,30-01-2020 07:04:22
Heat check,51M,30-01-2020 07:04:22,30-01-2020 07:14:11
Heat check,51M,30-01-2020 07:14:11,30-01-2020 07:16:25
Heat check,51M,30-01-2020 07:16:25,30-01-2020 07:35:54
Machine Breakdown,51M,30-01-2020 07:35:54,30-01-2020 09:25:18
Heat check,51M,30-01-2020 09:25:18,30-01-2020 09:49:05
Heat check,51M,30-01-2020 09:49:05,30-01-2020 11:52:10
Machine Breakdown,51M,30-01-2020 11:52:10,30-01-2020 12:01:19
Machine Breakdown,51M,30-01-2020 12:01:19,30-01-2020 13:19:04
Machine Breakdown,51M,30-01-2020 13:19:04,30-01-2020 18:50:03
Heat check,51M,30-01-2020 18:50:03,30-01-2020 18:54:19
Heat check,51M,30-01-2020 18:54:19,30-01-2020 21:19:08
Heat check,51M,30-01-2020 21:19:08,31-01-2020 06:50:15
Heat check,51M,31-01-2020 06:50:15,31-01-2020 06:58:20
Heat check,51M,31-01-2020 06:58:20,31-01-2020 07:17:02
Heat check,51M,31-01-2020 07:17:02,31-01-2020 09:19:53
Machine Breakdown,51M,31-01-2020 09:19:53,31-01-2020 13:39:53
Machine Breakdown,51M,31-01-2020 13:39:53,31-01-2020 14:03:23
Machine Breakdown,51M,31-01-2020 14:03:23,31-01-2020 14:47:28
Heat check,51M,31-01-2020 14:47:28,31-01-2020 15:03:33
Machine Breakdown,51M,31-01-2020 15:03:33,31-01-2020 15:04:19
Machine Breakdown,51M,31-01-2020 15:04:19,31-01-2020 15:10:37
Machine Breakdown,51M,31-01-2020 15:10:37,31-01-2020 15:34:55
Heat check,51M,31-01-2020 15:34:55,31-01-2020 19:22:24
Heat check,51M,31-01-2020 19:22:24,31-01-2020 21:42:23
Machine Breakdown,51M,31-01-2020 21:42:23,01-02-2020 05:59:12
Overheat,51M,01-02-2020 05:59:12,01-02-2020 06:32:08
Machine Breakdown,51M,01-02-2020 06:32:08,01-02-2020 06:43:04
Heat check,51M,01-02-2020 06:43:04,01-02-2020 07:18:45
Heat check,51M,01-02-2020 07:18:45,01-02-2020 08:54:26
Machine Breakdown,51M,01-02-2020 08:54:26,01-02-2020 09:00:18
Machine Breakdown,51M,01-02-2020 09:00:18,01-02-2020 11:55:12
Heat check,51M,01-02-2020 11:55:12,01-02-2020 12:42:05
Heat check,51M,01-02-2020 12:42:05,01-02-2020 14:37:01
Heat check,51M,01-02-2020 14:37:01,01-02-2020 14:45:50
Heat check,51M,01-02-2020 14:45:50,01-02-2020 14:46:13
Heat check,51M,01-02-2020 14:46:13,01-02-2020 15:45:34
Heat check,51M,01-02-2020 15:45:34,01-02-2020 15:52:34
Heat check,51M,01-02-2020 15:52:34,01-02-2020 16:02:29
Heat check,51M,01-02-2020 16:02:29,01-02-2020 19:52:37
Machine Breakdown,51M,01-02-2020 19:52:37,03-02-2020 06:11:29
Machine Breakdown,51M,03-02-2020 06:11:29,03-02-2020 06:53:11
Heat check,51M,03-02-2020 06:53:11,03-02-2020 06:57:43
Heat check,51M,03-02-2020 06:57:43,03-02-2020 07:14:19
Heat check,51M,03-02-2020 07:14:19,03-02-2020 07:19:13
Heat check,51M,03-02-2020 07:19:13,03-02-2020 08:26:42
Machine Breakdown,51M,03-02-2020 08:26:42,03-02-2020 09:47:10
Machine Breakdown,51M,03-02-2020 09:47:10,03-02-2020 12:15:47
Heat check,51M,03-02-2020 12:15:47,03-02-2020 12:46:36
Heat check,51M,03-02-2020 12:46:36,03-02-2020 14:38:23
Machine Breakdown,52M,06-02-2020 06:00:07,06-02-2020 06:00:17
Machine Breakdown,52M,06-02-2020 06:00:17,06-02-2020 06:33:49
Heat check,52M,06-02-2020 06:33:49,06-02-2020 06:51:13
Heat check,52M,06-02-2020 06:51:13,06-02-2020 06:53:34
Machine Breakdown,52M,06-02-2020 06:53:34,06-02-2020 07:06:45
Heat check,52M,06-02-2020 07:06:45,06-02-2020 11:29:20
Heat check,52M,06-02-2020 11:29:20,06-02-2020 11:50:57
